idind	rha101	rha101b	rha109	rha109b	rha4	rha4b	rha7	rha7b	rhc108	rhc108b	rhc3	rhc3b	rhd102	rhd102b	rhd103	rhd103b	idcol	sexe	ageWhenFirstCaptur	yearWhenFirstCaptur	col2015_1	col2015_2	col2016_1	col2016_2	col2017_1	col2017_2
236	134	134	186	186	288	290	228	237	215	218	169	169	238	238	212	236	20	M	Juv	2016	NA	NA	NA	NA	NA	NA
237	134	134	186	186	288	290	228	229	214	228	177	177	247	255	224	228	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
238	134	134	186	186	288	290	226	228	215	218	169	177	238	238	220	224	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
239	134	134	186	186	288	290	228	228	215	215	169	177	243	247	224	232	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
240	134	134	186	186	288	290	228	228	214	214	169	177	247	247	212	212	7	M	Adult	2016	NA	NA	NA	NA	NA	NA
241	134	134	186	186	288	290	228	228	214	214	169	177	247	255	212	212	15	M	Juv	2016	NA	NA	NA	NA	NA	NA
242	134	134	186	186	268	288	229	229	0	0	0	0	251	255	220	228	16	M	Juv	2016	NA	NA	NA	NA	NA	NA
243	134	134	186	186	268	288	226	237	215	215	177	177	243	259	224	236	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
244	134	134	186	186	268	288	226	226	214	214	169	169	243	263	212	220	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
245	134	134	186	186	268	288	226	226	215	218	169	169	247	251	224	224	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
247	134	134	186	186	268	288	228	237	214	218	177	177	247	247	212	212	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
248	134	134	186	186	268	288	228	237	214	218	169	169	238	247	220	220	20	M	Adult	2015	NA	NA	NA	NA	NA	NA
249	134	134	186	186	268	288	228	237	0	0	169	177	238	259	212	220	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
250	134	134	186	186	268	288	228	229	228	228	169	177	243	251	220	224	1	M	Juv	2017	NA	NA	NA	NA	NA	NA
251	134	134	186	186	268	288	228	229	214	230	177	177	238	255	220	224	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
252	134	134	186	186	268	288	228	229	215	218	169	177	243	251	220	224	1	M	Juv	2017	NA	NA	NA	NA	NA	NA
254	134	134	186	186	268	288	226	228	215	215	169	169	238	251	224	228	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
255	134	134	186	186	268	288	226	228	215	215	169	169	243	247	212	220	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
256	134	134	186	186	268	288	226	228	214	224	169	169	243	243	220	224	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
257	134	134	186	186	268	288	226	228	214	214	169	169	243	259	220	228	7	M	Juv	2017	NA	NA	NA	NA	NA	NA
258	134	134	186	186	268	288	226	228	214	218	169	177	251	251	212	228	3	M	Juv	2016	NA	NA	NA	NA	NA	NA
259	134	134	186	186	268	288	226	228	218	218	169	177	251	251	212	224	14	M	Juv	2016	NA	NA	NA	NA	NA	NA
260	134	134	186	186	268	288	226	228	0	0	169	177	251	251	212	212	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
261	134	134	186	186	268	288	226	228	0	0	169	177	247	247	212	220	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
263	134	134	186	186	268	288	228	228	215	224	169	169	243	251	212	224	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
264	134	134	186	186	268	288	228	228	212	215	169	169	247	247	212	224	17	M	Juv	2017	NA	NA	NA	NA	NA	NA
265	134	134	186	186	268	288	228	228	215	220	169	177	243	255	220	228	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
266	134	134	186	186	268	288	228	228	215	215	177	177	247	255	220	228	20	M	Juv	2016	NA	NA	NA	NA	NA	NA
267	134	134	186	186	268	288	228	228	215	215	169	169	243	247	212	228	1	M	Juv	2017	NA	NA	NA	NA	NA	NA
268	134	134	186	186	268	288	228	228	214	226	169	177	243	247	212	228	4	M	Juv	2016	NA	NA	NA	NA	NA	NA
269	134	134	186	186	268	288	228	228	214	220	169	177	238	255	212	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
270	134	134	186	186	268	288	228	228	214	215	169	177	238	247	220	224	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
271	134	134	186	186	268	288	228	228	215	218	169	177	247	247	212	220	14	M	Adult	2016	NA	NA	NA	NA	NA	NA
272	134	134	186	186	268	288	228	228	215	218	169	169	251	259	220	224	14	M	Juv	2016	NA	NA	NA	NA	NA	NA
273	134	134	186	186	268	288	228	228	215	218	169	169	243	255	212	236	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
274	134	134	186	186	268	288	228	228	214	218	169	169	243	251	212	220	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
276	134	134	186	186	268	288	228	228	0	0	169	177	238	247	212	224	14	M	Juv	2016	NA	NA	NA	NA	NA	NA
277	134	134	186	186	268	288	228	228	0	0	169	169	247	255	212	220	4	M	Adult	2017	NA	NA	NA	NA	NA	NA
278	134	134	186	186	268	288	228	228	0	0	0	0	251	251	212	212	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
279	134	134	186	186	268	288	228	228	0	0	0	0	243	243	220	224	14	M	Adult	2017	NA	NA	NA	NA	NA	NA
280	134	134	186	186	288	288	229	237	214	218	169	177	238	259	220	224	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
281	134	134	186	186	288	288	229	229	215	215	169	169	238	251	208	224	16	M	Adult	2016	NA	NA	NA	NA	NA	NA
282	134	134	186	186	288	288	235	237	214	218	169	169	243	247	224	224	17	M	Juv	2017	NA	NA	NA	NA	NA	NA
283	134	134	186	186	288	288	226	237	212	215	169	177	238	243	212	212	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
284	134	134	186	186	288	288	226	237	214	215	169	169	259	259	212	220	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
285	134	134	186	186	288	288	226	237	214	218	169	169	238	247	212	220	17	M	Adult	2016	NA	NA	NA	NA	NA	NA
286	134	134	186	186	288	288	226	226	215	220	169	169	243	247	220	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
287	134	134	186	186	288	288	226	226	215	218	169	169	243	247	212	220	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
288	134	134	186	186	288	288	228	237	215	215	169	169	259	259	220	224	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
289	134	134	186	186	288	288	228	235	212	215	169	177	243	247	212	220	6	M	Juv	2017	NA	NA	NA	NA	NA	NA
290	134	134	186	186	288	288	228	235	215	215	169	169	255	255	212	220	6	M	Juv	2016	NA	NA	NA	NA	NA	NA
291	134	134	186	186	288	288	228	235	214	214	177	177	251	255	212	220	1	M	Juv	2017	NA	NA	NA	NA	NA	NA
292	134	134	186	186	288	288	226	228	215	215	169	169	243	259	224	232	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
294	134	134	186	186	288	288	226	228	214	214	169	169	255	259	220	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
295	134	134	186	186	288	288	226	228	215	218	169	173	247	247	212	220	8	M	Juv	2016	NA	NA	NA	NA	NA	NA
296	134	134	186	186	288	288	226	228	215	218	169	169	243	247	220	224	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
297	134	134	186	186	288	288	226	228	214	218	177	177	247	247	212	220	7	M	Juv	2017	NA	NA	NA	NA	NA	NA
298	134	134	186	186	288	288	226	228	214	218	169	177	247	255	220	236	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
299	134	134	186	186	288	288	226	228	214	218	169	169	234	247	212	220	20	M	Juv	2016	NA	NA	NA	NA	NA	NA
300	134	134	186	186	288	288	226	228	0	0	0	0	259	259	220	224	14	M	Adult	2017	NA	NA	NA	NA	NA	NA
301	134	134	186	186	288	288	228	228	220	224	177	177	238	247	220	228	17	M	Adult	2016	NA	NA	NA	NA	NA	NA
302	134	134	186	186	288	288	228	228	212	215	169	169	238	247	212	220	17	M	Juv	2017	NA	NA	NA	NA	NA	NA
303	134	134	186	186	288	288	228	228	215	215	169	177	247	247	212	220	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
304	134	134	186	186	288	288	228	228	215	215	169	169	238	247	212	220	17	M	Juv	2017	NA	NA	NA	NA	NA	NA
306	134	134	186	186	288	288	228	228	214	214	177	177	247	255	212	224	20	M	Adult	2016	NA	NA	NA	NA	NA	NA
307	134	134	186	186	288	288	228	228	215	218	169	177	243	247	220	220	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
308	134	134	186	186	288	288	228	228	215	218	169	177	247	255	212	224	3	M	Juv	2016	NA	NA	NA	NA	NA	NA
309	134	134	186	186	288	288	228	228	214	218	169	177	247	255	220	220	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
310	134	134	186	186	288	288	228	228	0	0	169	177	259	259	212	212	13	M	Adult	2017	NA	NA	NA	NA	NA	NA
311	134	134	186	186	288	288	0	0	0	0	173	177	247	247	220	220	17	M	Adult	2016	NA	NA	NA	NA	NA	NA
313	134	134	186	186	286	293	226	228	215	218	169	169	247	259	212	220	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
315	134	134	186	186	268	286	229	229	215	215	169	169	251	259	220	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
316	134	134	186	186	268	286	228	235	215	215	169	169	251	251	212	224	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
317	134	134	186	186	268	286	226	228	214	215	177	177	255	263	212	224	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
318	134	134	186	186	268	286	226	228	214	218	169	177	247	247	216	228	4	M	Adult	2015	NA	NA	NA	NA	NA	NA
319	134	134	186	186	268	286	226	228	218	218	177	177	243	255	212	224	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
320	134	134	186	186	268	286	228	228	214	214	169	169	247	247	220	228	7	M	Juv	2016	NA	NA	NA	NA	NA	NA
321	134	134	186	186	268	286	228	228	214	218	177	177	243	247	212	228	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
322	134	134	186	186	286	288	226	237	212	215	169	169	247	247	212	220	17	M	Juv	2017	NA	NA	NA	NA	NA	NA
323	134	134	186	186	286	288	226	237	215	215	169	169	247	247	212	220	17	M	Juv	2017	NA	NA	NA	NA	NA	NA
325	134	134	186	186	286	288	228	237	214	220	169	169	251	255	220	224	19	M	Adult	2016	NA	NA	NA	NA	NA	NA
327	134	134	186	186	286	288	228	237	215	220	169	169	243	251	220	220	19	M	Juv	2016	NA	NA	NA	NA	NA	NA
328	134	134	186	186	286	288	226	228	218	228	169	169	243	263	212	220	7	M	Juv	2016	NA	NA	NA	NA	NA	NA
329	134	134	186	186	286	288	226	228	215	218	177	177	263	263	212	228	7	M	Juv	2016	NA	NA	NA	NA	NA	NA
332	134	134	186	186	286	288	226	228	215	218	169	169	247	247	220	228	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
333	134	134	186	186	286	288	226	228	214	218	169	177	243	243	220	224	14	M	Juv	2016	NA	NA	NA	NA	NA	NA
334	134	134	186	186	286	288	226	228	218	218	169	177	243	247	212	220	19	M	Adult	2016	NA	NA	NA	NA	NA	NA
335	134	134	186	186	286	288	226	228	0	0	177	177	238	247	212	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
336	134	134	186	186	286	288	228	228	214	220	169	177	243	243	220	220	8	M	Juv	2016	NA	NA	NA	NA	NA	NA
337	134	134	186	186	286	288	228	228	214	215	169	177	247	259	220	220	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
338	134	134	186	186	286	288	228	228	214	214	169	169	247	247	220	220	18	M	Juv	2016	NA	NA	NA	NA	NA	NA
339	134	134	186	186	286	288	228	237	0	0	169	169	251	251	220	220	19	M	Juv	2016	NA	NA	NA	NA	NA	NA
340	134	134	186	186	0	0	237	237	215	215	169	169	247	247	212	212	20	M	Adult	2015	NA	NA	NA	NA	NA	NA
341	134	134	186	186	0	0	235	237	215	215	169	177	238	255	212	212	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
342	134	134	186	186	0	0	224	226	215	220	169	169	238	255	212	228	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
343	134	134	186	186	0	0	226	237	218	218	169	169	243	243	220	232	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
344	134	134	186	186	0	0	228	237	215	218	169	177	259	259	0	0	17	M	Adult	2015	NA	NA	NA	NA	NA	NA
345	134	134	186	186	0	0	228	229	215	215	169	169	251	259	212	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
346	134	134	186	186	0	0	228	235	214	218	169	169	247	247	212	220	3	M	Adult	2015	NA	NA	NA	NA	NA	NA
347	134	134	186	186	0	0	226	228	215	215	169	169	255	255	212	220	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
348	134	134	186	186	0	0	226	228	214	215	169	169	243	243	212	220	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
349	134	134	186	186	0	0	228	228	215	215	169	169	247	247	224	224	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
350	134	134	186	186	0	0	228	228	0	0	169	177	238	238	212	224	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
351	134	134	186	186	0	0	0	0	215	218	169	177	247	259	212	232	17	M	Adult	2015	NA	NA	NA	NA	NA	NA
352	132	136	183	186	288	288	226	226	0	0	169	177	247	259	220	220	14	M	Juv	2016	NA	NA	NA	NA	NA	NA
353	132	136	177	186	268	286	229	229	212	220	169	181	255	259	212	212	9	M	Juv	2016	NA	NA	NA	NA	NA	NA
354	132	136	186	186	268	290	226	226	215	215	169	169	243	247	220	220	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
355	132	136	186	186	268	290	228	228	214	214	177	177	247	263	220	228	7	M	Juv	2015	NA	NA	NA	NA	NA	NA
356	132	136	175	186	268	286	226	228	218	228	169	169	238	255	220	228	11	M	Juv	2016	NA	NA	NA	NA	NA	NA
357	129	136	183	190	0	0	226	228	215	215	169	177	243	255	212	212	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
358	129	136	183	186	268	288	228	228	215	215	169	169	243	255	220	228	7	M	Juv	2015	NA	NA	NA	NA	NA	NA
359	129	136	183	186	268	286	226	228	215	218	169	169	247	247	220	220	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
360	129	136	177	186	268	286	229	229	218	218	169	177	255	255	228	228	11	M	Juv	2015	NA	NA	NA	NA	NA	NA
361	129	136	186	186	268	290	229	229	218	218	181	181	238	238	212	228	2	M	Juv	2015	NA	NA	NA	NA	NA	NA
362	129	136	186	186	268	288	226	237	215	218	177	177	243	259	212	228	4	M	Juv	2015	NA	NA	NA	NA	NA	NA
363	125	136	177	190	268	288	226	229	215	218	169	169	251	263	212	220	12	M	Adult	2015	NA	NA	NA	NA	NA	NA
364	125	136	186	190	288	290	226	228	215	218	169	177	243	255	220	220	3	M	Adult	2015	NA	NA	NA	NA	NA	NA
365	125	136	186	190	268	288	228	228	215	215	169	177	238	247	220	224	1	M	Adult	2016	NA	NA	NA	NA	NA	NA
366	125	136	186	190	288	288	226	237	214	220	173	177	243	243	220	220	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
367	125	136	186	190	286	288	228	228	215	215	169	169	247	259	212	228	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
368	125	136	183	186	268	268	226	228	214	214	169	177	247	247	212	220	17	M	Juv	2017	NA	NA	NA	NA	NA	NA
369	125	136	183	186	288	290	228	229	215	215	173	177	259	259	220	224	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
370	125	136	183	186	268	288	226	237	214	218	169	177	243	247	220	224	18	M	Adult	2017	NA	NA	NA	NA	NA	NA
371	125	136	183	186	268	288	228	228	215	218	169	169	243	247	220	232	4	M	Adult	2015	NA	NA	NA	NA	NA	NA
372	125	136	183	186	288	288	228	237	215	218	169	177	247	263	212	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
373	125	136	183	186	288	288	226	228	215	215	169	177	247	259	212	220	8	M	Juv	2015	NA	NA	NA	NA	NA	NA
374	125	136	183	186	0	0	226	228	215	218	169	173	243	243	220	220	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
375	125	136	186	186	284	284	229	235	215	218	169	169	238	255	216	228	12	M	Juv	2017	NA	NA	NA	NA	NA	NA
376	125	136	186	186	284	290	226	237	215	215	169	177	243	247	212	220	13	M	Adult	2017	NA	NA	NA	NA	NA	NA
377	125	136	186	186	290	293	226	228	214	214	169	169	247	255	220	228	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
378	125	136	186	186	268	290	226	237	215	215	169	177	243	259	212	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
379	125	136	186	186	268	290	224	228	214	215	169	169	243	247	220	220	18	M	Adult	2016	NA	NA	NA	NA	NA	NA
380	125	136	186	186	268	290	224	228	214	218	169	169	243	247	220	220	18	M	Adult	2016	NA	NA	NA	NA	NA	NA
382	125	136	186	186	268	290	226	228	0	0	173	173	243	247	212	220	14	M	Adult	2017	NA	NA	NA	NA	NA	NA
383	125	136	186	186	268	268	228	229	214	214	169	177	247	251	212	220	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
384	125	136	186	186	268	268	228	228	214	214	169	177	243	243	220	220	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
385	125	136	186	186	268	268	228	228	214	214	169	169	238	243	212	220	17	M	Juv	2016	NA	NA	NA	NA	NA	NA
386	125	136	186	186	288	293	228	228	215	218	177	177	255	255	220	228	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
387	125	136	186	186	288	290	235	237	214	215	169	169	238	243	224	224	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
388	125	136	186	186	288	290	228	237	215	215	169	169	243	243	212	228	7	M	Juv	2017	NA	NA	NA	NA	NA	NA
389	125	136	186	186	288	290	228	237	215	218	169	177	247	251	220	228	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
390	125	136	186	186	288	290	226	228	215	218	169	177	243	259	212	224	6	M	Juv	2015	NA	NA	NA	NA	NA	NA
391	125	136	186	186	288	290	226	228	218	218	169	177	255	259	212	224	6	M	Juv	2016	NA	NA	NA	NA	NA	NA
392	125	136	186	186	268	288	228	237	215	218	169	177	238	243	220	228	4	M	Juv	2015	NA	NA	NA	NA	NA	NA
393	125	136	186	186	268	288	226	228	215	218	169	169	243	259	212	220	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
394	125	136	186	186	268	288	226	228	218	218	169	169	243	247	224	224	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
395	125	136	186	186	268	288	228	228	215	215	177	177	243	243	216	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
396	125	136	186	186	268	288	228	228	214	214	169	169	255	259	220	220	16	M	Adult	2015	NA	NA	NA	NA	NA	NA
397	125	136	186	186	288	288	226	237	218	218	169	169	238	243	220	224	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
398	125	136	186	186	288	288	226	226	215	215	169	169	243	247	212	212	20	M	Adult	2017	NA	NA	NA	NA	NA	NA
399	125	136	186	186	288	288	228	235	214	215	169	169	243	247	220	220	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
400	125	136	186	186	288	288	228	235	215	218	169	181	238	243	212	228	12	M	Juv	2015	NA	NA	NA	NA	NA	NA
401	125	136	186	186	288	288	226	228	214	220	169	169	247	259	220	224	13	M	Juv	2016	NA	NA	NA	NA	NA	NA
402	125	136	186	186	288	288	226	228	214	215	169	169	247	251	212	220	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
403	125	136	186	186	288	288	226	228	215	218	169	177	255	255	220	224	18	M	Juv	2016	NA	NA	NA	NA	NA	NA
404	125	136	186	186	288	288	226	228	0	0	169	169	247	259	220	220	13	M	Adult	2017	NA	NA	NA	NA	NA	NA
405	125	136	186	186	288	288	228	228	215	215	169	177	247	259	220	224	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
406	125	136	186	186	288	288	228	228	215	218	169	169	247	247	224	228	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
407	125	136	186	186	288	288	228	228	214	218	169	177	243	247	220	220	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
408	125	136	186	186	288	288	228	228	218	218	169	181	238	238	212	228	12	M	Adult	2015	NA	NA	NA	NA	NA	NA
409	125	136	186	186	288	288	228	228	0	0	169	169	247	259	224	224	14	M	Adult	2017	NA	NA	NA	NA	NA	NA
410	125	136	186	186	268	286	228	229	214	218	169	169	243	251	220	224	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
411	125	136	186	186	286	288	226	235	215	218	169	177	251	251	212	220	14	M	Juv	2017	NA	NA	NA	NA	NA	NA
412	125	136	186	186	286	288	228	235	215	215	177	177	238	247	220	220	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
414	125	136	186	186	286	288	226	228	215	218	169	169	247	259	212	220	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
415	125	136	186	186	286	288	228	228	214	214	169	169	243	243	212	220	13	M	Juv	2017	NA	NA	NA	NA	NA	NA
416	125	136	186	186	286	288	228	228	214	218	169	177	259	259	212	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
417	125	136	186	186	286	288	228	228	218	218	169	177	243	243	220	220	18	M	Juv	2016	NA	NA	NA	NA	NA	NA
419	134	136	190	190	288	290	228	228	215	215	169	169	243	255	212	220	18	M	Juv	2016	NA	NA	NA	NA	NA	NA
420	134	136	190	190	268	286	226	228	214	215	173	173	243	247	212	220	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
421	134	136	190	190	286	288	228	228	214	215	177	177	247	255	212	212	4	M	Adult	2015	NA	NA	NA	NA	NA	NA
422	134	136	190	190	0	0	228	228	215	215	169	169	243	255	212	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
423	134	136	183	190	268	290	226	228	0	0	169	169	243	255	212	220	10	M	Juv	2017	NA	NA	NA	NA	NA	NA
424	134	136	183	190	268	290	228	228	214	220	169	169	243	255	212	220	10	M	Juv	2017	NA	NA	NA	NA	NA	NA
425	134	136	183	190	286	288	226	229	214	214	177	177	243	263	216	220	20	M	Juv	2017	NA	NA	NA	NA	NA	NA
426	134	136	188	188	268	288	229	229	215	215	169	169	247	251	212	224	16	M	Adult	2017	NA	NA	NA	NA	NA	NA
427	134	136	188	188	268	288	228	229	215	215	169	169	238	251	212	224	16	M	Juv	2017	NA	NA	NA	NA	NA	NA
428	134	136	177	177	288	290	228	228	214	218	177	177	251	259	232	236	1	M	Adult	2016	NA	NA	NA	NA	NA	NA
429	134	136	181	186	288	290	228	229	0	0	169	169	247	259	220	224	18	M	Adult	2016	NA	NA	NA	NA	NA	NA
430	134	136	184	186	288	288	224	228	214	218	177	177	238	247	216	220	17	M	Adult	2015	NA	NA	NA	NA	NA	NA
431	134	136	186	190	290	290	228	228	215	218	169	173	243	247	220	220	14	M	Adult	2015	NA	NA	NA	NA	NA	NA
432	134	136	186	190	268	293	228	228	214	214	169	177	243	259	212	212	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
433	134	136	186	190	268	290	226	228	215	218	177	177	247	251	212	220	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
434	134	136	186	190	268	290	226	228	215	218	169	169	255	259	212	220	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
435	134	136	186	190	268	268	226	237	215	218	169	177	243	247	212	220	1	M	Adult	2015	NA	NA	NA	NA	NA	NA
436	134	136	186	190	268	268	226	228	228	228	169	177	247	251	212	220	7	M	Juv	2017	NA	NA	NA	NA	NA	NA
437	134	136	186	190	268	268	226	228	214	215	169	177	247	251	212	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
438	134	136	186	190	268	268	228	228	215	215	169	169	251	259	212	212	19	M	Juv	2017	NA	NA	NA	NA	NA	NA
439	134	136	186	190	268	268	228	228	215	218	177	177	238	247	212	224	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
440	134	136	186	190	288	293	226	228	215	215	177	177	247	247	220	220	20	M	Juv	2015	NA	NA	NA	NA	NA	NA
441	134	136	186	190	288	293	226	228	0	0	169	177	243	247	224	228	3	M	Juv	2017	NA	NA	NA	NA	NA	NA
442	134	136	186	190	288	290	226	226	215	215	169	169	234	243	212	220	1	M	Juv	2017	NA	NA	NA	NA	NA	NA
443	134	136	186	190	288	290	228	237	215	218	169	173	243	247	220	224	14	M	Juv	2015	NA	NA	NA	NA	NA	NA
444	134	136	186	190	288	290	228	229	215	215	169	173	247	255	220	228	1	M	Juv	2015	NA	NA	NA	NA	NA	NA
445	134	136	186	190	288	290	226	228	214	214	169	177	243	255	212	220	1	M	Juv	2016	NA	NA	NA	NA	NA	NA
446	134	136	186	190	288	290	226	228	218	218	169	177	247	259	220	224	18	M	Adult	2015	NA	NA	NA	NA	NA	NA
447	134	136	186	190	288	290	228	228	215	218	177	177	238	243	220	224	17	M	Juv	2015	NA	NA	NA	NA	NA	NA
448	134	136	186	190	268	288	228	237	214	215	169	177	238	247	220	220	17	M	Juv	2015	NA	NA	NA	NA	NA	NA
449	134	136	186	190	268	288	228	237	218	220	169	177	251	259	212	220	3	M	Adult	2016	NA	NA	NA	NA	NA	NA
450	134	136	186	190	268	288	228	237	215	218	169	177	247	251	212	220	7	M	Juv	2015	NA	NA	NA	NA	NA	NA
451	134	136	186	190	268	288	228	235	214	220	169	177	251	255	220	220	7	M	Adult	2016	NA	NA	NA	NA	NA	NA
452	134	136	186	190	268	288	228	235	214	218	169	177	251	255	220	220	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
453	134	136	186	190	268	288	226	228	215	215	177	177	247	259	212	220	20	M	Juv	2015	NA	NA	NA	NA	NA	NA
454	134	136	186	190	268	288	226	228	215	215	177	177	247	255	212	212	3	M	Juv	2016	NA	NA	NA	NA	NA	NA
455	134	136	186	190	268	288	226	228	215	215	169	177	251	263	220	232	4	M	Juv	2017	NA	NA	NA	NA	NA	NA
456	134	136	186	190	268	288	226	228	215	215	169	177	255	263	220	220	7	M	Adult	2015	NA	NA	NA	NA	NA	NA
457	134	136	186	190	268	288	226	228	214	218	169	169	270	270	212	220	8	M	Adult	2015	NA	NA	NA	NA	NA	NA
458	134	136	186	190	268	288	226	228	218	218	169	169	243	247	220	224	4	M	Juv	2015	NA	NA	NA	NA	NA	NA
459	134	136	186	190	268	288	228	228	215	220	169	177	243	251	224	236	3	M	Juv	2015	NA	NA	NA	NA	NA	NA
460	134	136	186	190	268	288	228	228	215	215	169	177	247	259	220	224	18	M	Juv	2015	NA	NA	NA	NA	NA	NA
461	134	136	186	190	268	288	228	228	215	218	169	177	251	263	220	232	4	M	Juv	2017	NA	NA	NA	NA	NA	NA
462	134	136	186	190	288	288	228	237	214	215	169	169	243	247	212	224	13	M	Adult	2015	NA	NA	NA	NA	NA	NA
463	134	136	186	190	288	288	226	228	215	228	169	169	243	247	212	220	13	M	Adult	2016	NA	NA	NA	NA	NA	NA
464	134	136	186	190	288	288	226	228	214	214	169	177	243	259	228	236	3	M	Adult	2015	NA	NA	NA	NA	NA	NA
465	134	136	186	190	288	288	226	228	215	218	169	177	243	247	212	220	17	M	Juv	2015	NA	NA	NA	NA	NA	NA
466	134	136	186	190	288	288	226	228	215	218	169	169	247	247	224	228	20	M	Juv	2016	NA	NA	NA	NA	NA	NA
467	134	136	186	190	288	288	228	228	215	220	177	177	243	255	212	220	4	M	Adult	2015	NA	NA	NA	NA	NA	NA
469	134	136	186	190	288	288	228	228	215	215	169	169	238	247	212	220	13	M	Juv	2015	NA	NA	NA	NA	NA	NA
470	134	136	186	190	288	288	228	228	214	215	169	169	255	255	212	228	10	M	Juv	2015	NA	NA	NA	NA	NA	NA
